titles,links
国家能源局组织召开2022-2023年采暖季天然气保供稳价专题会议,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314205&idx=1&sn=1344114384ea1b651333c01d503e2aac&chksm=bd52af748a2526624fa652ceb37d9f9d5897ebe552f9dd8d4c8a029f9f725cbf4525ec2b6f2f#rd
来了，能源早班车（10月31日）,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314201&idx=1&sn=55f04f778e9274ec69364eb02b102bcc&chksm=bd52af708a252666ac802342a0cea89358d898ad97fa73e4fc2bdea76fda5bc16df8f2bd5086#rd
两部委联合发文 促进光伏产业链健康发展,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314190&idx=1&sn=7e2bc21cf6d954499141aa60101d763d&chksm=bd52af678a252671831789a268ac064b2104cd30698466ebac333a2d8a3a28ee42bac8c19a1f#rd
生态环境部：加快建立国家统一规范的碳排放核算体系,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314190&idx=2&sn=cc8e7c50d5134684a8106137fcb01b73&chksm=bd52af678a2526713886a9303710c3eb6bb7c3d2997d13b3cf569511526ccf9b3e094fa86523#rd
《聚焦新型电力系统技术创新联盟》⑤：视频对话中国华能集团有限公司科技创新与信息化部主任许世森,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314190&idx=3&sn=7a9544976aa152142dc8c6aebd0d919b&chksm=bd52af678a252671ac90527e937a20c5287a839159b640d9fd14bc29e75839a018db099dfe99#rd
国家能源集团：充分发挥一体化运营优势 高质量完成三季度保供任务,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314190&idx=4&sn=f3d45f08e8b9ad87396ed4d97cea8ec2&chksm=bd52af678a2526717ee3a55b98298eac1dfa912a57323e374f0a4744ea9899ecbf0d37a3f393#rd
国家能源局召开2022年安全生产工作领导小组第二次会议,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314177&idx=1&sn=f6f204eac450204fec4f11c712ebeff7&chksm=bd52af688a25267e84c2188e0ca08093088364eb7a309685b525b8c477cb7779907614bda606#rd
甘肃首批两座抽水蓄能电站集中开工建设,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314177&idx=2&sn=d4ca7a76888c0583bdbc3e8dc3c2b982&chksm=bd52af688a25267ed993f96f135eb7f3806c4beb8ddaae6472c8f0af697661eb12a2508c4e2b#rd
国内最大机场集中式光伏电站并网发电,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314177&idx=3&sn=7bac8d4fdb11712d3246c053d9966e24&chksm=bd52af688a25267ecda091f2e2627e191b4f978a72f36dc95e5f561d4106a5fe1944b2fbf1da#rd
焦点访谈：新的伟业 推动绿色发展 建设美丽中国,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314077&idx=1&sn=ef1ddefa2ce6ed93961f173b26c3633d&chksm=bd52a0f48a2529e20cbe44fbed524eeb6ae079db5aeaf2704ad9f1a0fbe548eed8b0cd99b537#rd
2022年前三季度光伏发电建设运行情况,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314071&idx=1&sn=98a76605d04a76b25ea60fa4ea920074&chksm=bd52a0fe8a2529e8c7851ea32c291d9a6a9f89271e126e88f500f87a2339c5af27aa4851e1fe#rd
中国海油绿电交易累计破3亿千瓦时,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314071&idx=2&sn=c2cff96697021dcb5bea25ff284ebb1b&chksm=bd52a0fe8a2529e84c09fad1a0a597ac498c5d688a2d454b9c4aa906330e28de2e832ae5deb5#rd
来了，能源早班车（10月28日）,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314060&idx=1&sn=03d954a4b02fe34390a676930eed7fed&chksm=bd52a0e58a2529f35618aca617f7c9b178d9112fdea4a8eaf132244e59cebb116c5ff564303f#rd
国家能源局印发《水电站大坝工程隐患治理监督管理办法》,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314057&idx=1&sn=d5f036624f14ff73c60d5c33c7560c3d&chksm=bd52a0e08a2529f6e09fb59514183b29adee1db269213f5aaa05ecfe9c5094d9a60d3a0be347#rd
百万千瓦智慧电厂关键技术通过验收,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314057&idx=2&sn=a2e3f81bc2d92ba84ebd8be5d311707e&chksm=bd52a0e08a2529f61b1552d1cfd5db56985242b8d165c54cc9267ed287232d0d51e19418ed5c#rd
哈电电机：大国重器 智创未来,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651314057&idx=3&sn=ab2dc95fb65cd0f393a8310dd4e0a11f&chksm=bd52a0e08a2529f6c5b27730027393202f125d5d311cb330984b19127604d4846f3aad0fb38e#rd
践行实干担当 书写能源答卷——三论深入学习贯彻党的二十大精神,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313998&idx=1&sn=a0738ae7775afd9150a8e58b3eb238ef&chksm=bd52a0278a2529318cd5665312200605018c4ba24b9a2d319c3fd10fe77a1e28a91c7cf6c91f#rd
又获重大突破！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313998&idx=2&sn=3843b3be06febbf0238c5935d4b3eb0f&chksm=bd52a0278a2529319e519dc674443061f52b9635d5c12c7e6d610e4064623abcbb023a37add1#rd
中国共产党章程,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313996&idx=1&sn=12bfd50bf842d493e7a05be4f88ec71b&chksm=bd52a0258a252933899d418f50495532df2d09d676cb3158b9f790204fc90a7238bfe5b848b4#rd
华能澜沧江大型清洁能源基地发电量破万亿,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313964&idx=1&sn=6a523ddd6fe6d39f9ab4ddd6c373d0fa&chksm=bd52a0458a2529534b93e902d4c7d89e2e2ae052873a16ae221b2ea8b8d692083c8ba7b70577#rd
来了，能源早班车（10月27日）,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313961&idx=1&sn=4ab46cff80ecb48a8ea2e384f971aa5d&chksm=bd52a0408a2529566fecc0aae9b180ca311251828a5ae5943661992d1f8a6d4f7d9c87c31da3#rd
领悟战略安排 认清能源使命——二论深入学习贯彻党的二十大精神,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313935&idx=1&sn=751a42ef3bab66dbd992ceb5a891bac4&chksm=bd52a0668a252970fb0eecb22530eb90074690799673966a9b6b3b2d7e957fcc66310502e0ba#rd
我国这个能源项目被联合国推荐！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313935&idx=2&sn=e644396d5e38a6b90e1a810c9f67d310&chksm=bd52a0668a252970334599ec3bcdb74a9b430f95c89ec6967726fe65f5068e7c189e78205372#rd
高举中国特色社会主义伟大旗帜 为全面建设社会主义现代化国家而团结奋斗,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313934&idx=1&sn=d104997e9a69aff4ef6193a70cdb893e&chksm=bd52a0678a252971ee11d76b9935482d545c537975df4f41b90661f05500798490fed04845ca#rd
来了，能源早班车（10月26日）,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313913&idx=1&sn=55af1c7ce4db422168175283c5cdb726&chksm=bd52a1908a2528860c30fe717b3f66e98c2330cb1364bd3af47d75f5941ca897af0ef227ce09#rd
以高质量党建引领能源高质量发展,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313878&idx=1&sn=5de697b193ac5fea949729c01fb9516e&chksm=bd52a1bf8a2528a9b0826dc4035f1a96eca1eb9a5a8bd556ce5541743944acd21a5044528045#rd
高举伟大旗帜 谱写能源华章——一论深入学习贯彻党的二十大精神,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313877&idx=1&sn=c824ce6cfb3bedd132fae77c2c85effa&chksm=bd52a1bc8a2528aad9e253ce9733920bd80d13adc6544cead01028e6c9cd267a6cc9edaecf89#rd
“人造太阳”新纪录诞生！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313877&idx=2&sn=81380e6f4b75bdb1a54da3e52fa62633&chksm=bd52a1bc8a2528aa745a72c4989cdc733bc6139625a1beaba7bc50f4730daa51578403503f35#rd
国内首台套一次“点火”成功！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313877&idx=3&sn=2989a1fffa88cc5880987d7dfd5f6385&chksm=bd52a1bc8a2528aa2eb36aa8d48ae57a1b68bf539501e6a2200c138cc3d425c2733b6f378423#rd
国家能源局党组召开专题会议深入学习贯彻党的二十大精神,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313593&idx=1&sn=e43839eb2fb37d677bab86fe3a52ad91&chksm=bd52a2d08a252bc6da7f5c4cb61c4e67dc351053a89cf277cbf6c17c66b9e011c7e8d5acbb90#rd
国家能源局发布1-9月份全国电力工业统计数据,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313593&idx=2&sn=e9fe42c4d11649748ec5cdced8d167e3&chksm=bd52a2d08a252bc6d37d6f1f9069a485d64112bd60025da64f8dde59d120d29be49e718302b6#rd
公布了143人！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313593&idx=3&sn=c3ff6b91a5df80f971150b82b57284d6&chksm=bd52a2d08a252bc610d92f29e6dea2fd15abffcdbc9b1d6ffa6dadb6715156940263625ed600#rd
来了，能源早班车（10月25日）,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313592&idx=1&sn=53fd71ec7dcdee8a96a4591f9a6c862b&chksm=bd52a2d18a252bc74bc636d23c23ff8b6917df58d16f488e7244391f04cc9da1028817f399db#rd
2022年9月份能源生产情况,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313551&idx=1&sn=f554d67b879c4da3ac17178ffda69a83&chksm=bd52a2e68a252bf0e5e0ae537fcd49eb1bb50609d2f1e6044801568c6dcef3bce9f7f9ee0f81#rd
二十大代表风采 | 金文玲：在岗位上绽放的“金达莱”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313551&idx=2&sn=db9be66322504c328e914e4fcc8e0207&chksm=bd52a2e68a252bf04ef5bffef0a06ed429c8c3ad0e6943d0d82f0906d51eb08f30de52cf2d24#rd
二十大代表风采 | 刘丽：始于初心 臻于匠心,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313551&idx=3&sn=d4dcd5ba0a19179c1a1df87315b5c9f2&chksm=bd52a2e68a252bf0243b251d21b1467f46878b6c895c0aba9c2172780b222a2561e0f2579bdb#rd
二十大代表风采 | 闫欢欢：一颗匠心为绿色的电力环保人,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313551&idx=4&sn=978e4340226ca1e0da01dfe3935d6432&chksm=bd52a2e68a252bf035ee7dde55c96d3c0586c38394154285ff843bcb1936b57b6bf847e24616#rd
二十大代表风采 | 姜志光：从一线工人到吊装高手,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313551&idx=5&sn=7e3bfa923368c59f1bf56c2e4ce9b436&chksm=bd52a2e68a252bf0804003216f6fe7bc4db261330b84ae0e9c1d9ccd4e1b7677b0633875ae7f#rd
二十大时光 | 全国煤炭行业干部职工热议党的二十大报告,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313546&idx=1&sn=6af60aeb65aa0ccb2037b28674fa2266&chksm=bd52a2e38a252bf520f96913f49626aef0d36451d744092361012145b7a19c23d94ab8d5bc0e#rd
二十大代表风采 | 钱建华​：火眼金睛的电网“外科医生”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313546&idx=2&sn=73a2a42f580de4d09079e45fb212660c&chksm=bd52a2e38a252bf559941e949c27fc40ab8aea34664b99764af2480733f6b5b9f73eab2e48b7#rd
二十大代表风采 |廖志斌：“银线舞者”心系万家灯火,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313546&idx=3&sn=923162664668002d7f4d1085681efee4&chksm=bd52a2e38a252bf52ca33c0ce9e87eb13e91640c3a8adf3a129d7e998edf6b79aad3817ba768#rd
二十大代表风采 | 王凤雨：凤雨来了，准成,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313546&idx=4&sn=951a8e6b5f55dba5f345b54726ded59b&chksm=bd52a2e38a252bf5dd35054eb1440bbccf948f35aa7881af69f39ffbf5aa498948000e193992#rd
全面从严治党 以高质量党建推动能源事业高质量发展,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313505&idx=1&sn=06e0c6946d863fedd6d866ed0732400a&chksm=bd52a2088a252b1e94a931fe7f8df256c318ae23859a0de1b06b93739e3f19d3f844cf2e707a#rd
非凡十年·能源高质量发展丨镌刻全方位加强能源合作的中国印记——能源国际合作十年高质量发展成就综述,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313505&idx=2&sn=ffcf081c8b69230c5fb78ad67be5716c&chksm=bd52a2088a252b1eaa235693e609a6a114ed6c94a1381ef8769b03f17554ffa1beb5e4df1a83#rd
二十大代表风采 | 王丛林：一名核动力人的责任和担当,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313505&idx=3&sn=7edc658956c1ee93be8edcb12e5d06aa&chksm=bd52a2088a252b1e279fcac6e3b41a868319ca24f5ac78c97f8e8fe22efc0085fe5bb6f7bd6d#rd
二十大代表风采 | 陶留海：守护万家灯火的 “带电超人”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313505&idx=4&sn=4cb23c9ce06385c4b024f3c9237f2637&chksm=bd52a2088a252b1eaa5d62e0a112475550dea9160ad85fd3c0ccf372aec51ef5c1c278316696#rd
二十大代表风采 | 于江涛：扎根一线27年的 “创新工匠”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313505&idx=5&sn=f8964774013ac18a307c3c14fcaba712&chksm=bd52a2088a252b1e2e7bc65ac78d8ebd7836c79af7b990ed2ac53b3470831cd9ea19061afbdf#rd
来了，能源早班车（10月24日）,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313281&idx=1&sn=9a5b8fd0cdbbcb6e7a235ff8fe55cc87&chksm=bd52a3e88a252afe6c0aa67e9989d9407aacf5ad611a005d6bc6fea64311dd302d56432675ac#rd
团结奋进 开创新的历史伟业——党的二十大闭幕会侧记,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313254&idx=1&sn=c842a9554112732179802862726dc2a2&chksm=bd52a30f8a252a19c42487d4cef1cf99e778c197ee2787edc1d56789919357d1f815cf41ab45#rd
中共二十届一中全会公报,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313253&idx=1&sn=c407c6db42044d97dabf6e221969b288&chksm=bd52a30c8a252a1ab8977648b2a584d6c8a4a1d6e473a67a526fd63e80d51ae897e1977f2904#rd
党的二十大在京闭幕 习近平主持大会并发表重要讲话,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313218&idx=1&sn=c006aae43dfd4b842bd80de12f471888&chksm=bd52a32b8a252a3d6e87e772225ccbc425a6e842e5bae1f1f93f14cba248c57704a8a5f149b4#rd
中国共产党第二十次全国代表大会关于十九届中央委员会报告的决议,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313218&idx=2&sn=929fb05e33d5223c1d428e69a7ba0374&chksm=bd52a32b8a252a3df08ac28cd837df337bd7b2c48fefa9a9366e58d45748a1336ee831d842ef#rd
中国共产党第二十次全国代表大会关于十九届中央纪律检查委员会工作报告的决议,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313218&idx=3&sn=9536469990cb0f8e68df2ab1f2add8e3&chksm=bd52a32b8a252a3d9742ce8ee389c950a0cf48c29bc9dffe256f25a64f9a0659dc38742ce7d5#rd
中国共产党第二十次全国代表大会关于《中国共产党章程（修正案）》的决议,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313218&idx=4&sn=45eb4b784222007d3b5106accc972d75&chksm=bd52a32b8a252a3d848c5b66244e4b8ccb942e20f1d4fccf0a47dd198e13efa7479f926cbf08#rd
22张图，带您领略能源非凡十年,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651313217&idx=1&sn=bb5c0786b3d04232ad198aaa23a0d0e2&chksm=bd52a3288a252a3eb4e14a7e4511cfd203994ffee191c34c92909244cef85fbbb933bcac619c#rd
大会直通车丨戴厚良：全力保障国内油气市场安全稳定供应,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312948&idx=1&sn=f451f3b110d6318d842a1ff6213e6e99&chksm=bd52a45d8a252d4be995d33564cf20aee6e77d1464f65824e6c52081b7f628aa8b45cf57cd69#rd
大会直通车丨刘丽：大庆油田正满怀信心向着建设百年油田目标前进,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312948&idx=2&sn=5cc8221eda331759b3abd62b41e4c309&chksm=bd52a45d8a252d4b53964291535e9ff0404371651bd9f20e17dc1a2259ce89685a19c391945d#rd
大会直通车丨张黎明：立足岗位 创新创效 为科技自立自强贡献工人力量,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312948&idx=3&sn=41dcb2eee8ab486c54eae37ebe7a7aaa&chksm=bd52a45d8a252d4b5fe16ef65daefcc08f07329df66304e25a58bfc235d7ee88a9269ea05323#rd
中国共产党第二十届中央委员会委员名单,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312891&idx=1&sn=70610ae4ebe137f81d62f8f72c528a1b&chksm=bd52a5928a252c84c84c558ca5b99a2d032c37a990872af186f04be5cfc0eee823a639050185#rd
中国共产党第二十届中央委员会候补委员名单,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312891&idx=2&sn=7eb1210cab535d4103326a01862ebd15&chksm=bd52a5928a252c84fb3fb04b2ab856e94d8cdf780c02e7bea6d327f6abdb28eb88e1e7b3c249#rd
中国共产党第二十届中央纪律检查委员会委员名单,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312891&idx=3&sn=90d89b5495193ad52ecff969c971b875&chksm=bd52a5928a252c84d2743a7416450336885e0f2dfbb4c456f02976d3d2e5c73529e28ed6a407#rd
当新闻成为历史，看《中国电力报》记录十年能源变迁！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312867&idx=1&sn=b3c05637f2b1cb866308f09176beed24&chksm=bd52a58a8a252c9c80ca2fae5252104e0fc84ceeeec3d71c4692a9ebc1e2735051022cf73d1c#rd
国家能源局主要负责人视频会见沙特能源大臣,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312789&idx=1&sn=cd295f27a4126fff93ab1f036621a532&chksm=bd52a5fc8a252cea61594e9ddfb5843a886af44dd5f6ef7d081ef092dad764a840912e938d50#rd
大会直通车丨钱智民：以新技术新产业新模式推进清洁能源转型,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312789&idx=2&sn=3c6a0be167e1b2db1fdb8909de5ca9ab&chksm=bd52a5fc8a252cea29239c842ca65527cf10b72fb736267b9de44b6712df9ff11760a9d49e5f#rd
二十大时光 | 党的二十大报告在全国发电系统引起强烈反响,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312789&idx=3&sn=b93858d8ae0947f7c2736da351f224a1&chksm=bd52a5fc8a252cea1d0869ddf13db7d0df4d40a288650c65b390eac7239b21961633d4ce5e6e#rd
大会直通车丨余剑锋：大力推进建设先进的核科技工业体系,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312786&idx=1&sn=61dfb18ab4c7370938ecee1477e81f4e&chksm=bd52a5fb8a252ceda7a0b023995dcaf8427b9dba169811866b526ee6ae7be348b12a7a737776#rd
二十大时光 | 全国油气行业干部职工热议党的二十大报告,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312786&idx=2&sn=bd68df3e74566906a7b8f6edc1fe4657&chksm=bd52a5fb8a252cedc2ab174be6f4beccec510713b8b2098cd5a8556f8367b13c663d06490837#rd
非凡十年·能源高质量发展丨书写能源绿色发展的时代答卷——可再生能源行业十年高质量发展成就综述,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312778&idx=1&sn=5fc0124091412eb266b5a681bb624921&chksm=bd52a5e38a252cf5c96cfe9dfcaa0c754d2473681fea7a0849825cde9f07c0f45ffa00751382#rd
二十大时光 | 党的二十大报告在全国电网系统引起强烈反响,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312778&idx=2&sn=c9815db71bca202569fdc11614ddb978&chksm=bd52a5e38a252cf59abfb751d6ae8bb5217c805b5a58652ed7f18fce475b8abebe41a5ee679b#rd
初心如磐 努力为全体人民实现共同富裕提供能源保障,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312499&idx=1&sn=9b9b5626f53e1ba552900d2400aa738c&chksm=bd52a61a8a252f0c0304721a17eab799836b5b04de280727a14bf6227ed1f1e118de404a725f#rd
大会直通车丨从5场集体采访看能源发展,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312499&idx=2&sn=a4c4c8fa65a3fb3e08b490b795dbf060&chksm=bd52a61a8a252f0c0bbe374cc10df9ac28a2c1c54c16b0b7a814b38fc1365cc1a1e15acb261f#rd
华北能源监管局电力安全监管处党支部创建“四强”党支部纪实,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312425&idx=1&sn=a3b9dda1bcae2068ed143f1da285e65e&chksm=bd52a6408a252f5619bea49de75bb4eadaa5037eb65ec87ca370c42d5cdda6efb005018f93d1#rd
2022年9月12398能源监管热线投诉举报处理情况通报,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312425&idx=2&sn=37a85fadc52b17b8dd370f3dea35f56b&chksm=bd52a6408a252f56dc2d351ae355cdb64a75a9f1a903f14bac2cb3e06994ce79d3cfb9cc2e4c#rd
踔厉奋发 为实现中华民族伟大复兴贡献能源力量,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312400&idx=1&sn=d616bab99cbea2857c3bc53488f2628e&chksm=bd52a6798a252f6f80b474871734c792906fd0b08d8c6427a7f5fcb66a1601bcdfd4b9dfb3cf#rd
二十大代表风采 | 冯新岩：守护电网安全的“神探”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312400&idx=2&sn=342a0f02ab1835e340e1c9444b000d2d&chksm=bd52a6798a252f6f717a845cc2b1df4b483f1d84abd35d74e215f6be8f943e5dbec3b5b1d328#rd
非凡十年·能源高质量发展丨创新提效保障国内油气核心需求——油气行业十年高质量发展成就综述,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312399&idx=1&sn=3cb6c9af67e2da1cc6a58abdc27cab78&chksm=bd52a6668a252f7026854746751f36bff87c796036bf0f11f5c82538e644a8be9477e4602cda#rd
二十大代表风采 | 左热古丽·尼亚孜：“火洲”变电站里的雪莲花,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312399&idx=2&sn=44f58c6463dc93957fc26948891a146f&chksm=bd52a6668a252f7008c6f38428898637cedfac5e15647baf67a69a7938a836d6f271d63993ad#rd
大会直通车丨辛保安：加快构建新型电力系统,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312326&idx=1&sn=9981f3d24d9ed735cc99b94df355f978&chksm=bd52a7af8a252eb9121ddde31f9d10d1d1676ab86326a1cbc9277010b633f3f1bd52d80002b3#rd
二十大代表风采 | 纪洁虹：检修一线“铁娘子”,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312326&idx=2&sn=a2f8e68e3cdcbcd26c1617084ad0d828&chksm=bd52a7af8a252eb94af7f174cd463cea7838dd2dee95be6233df61004e7a168fe3dcda045a89#rd
非凡十年·中国电力工程世界第一丨一带一路工程,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312326&idx=3&sn=8c64d1f28062914192e9a65171690a71&chksm=bd52a7af8a252eb956f561d28db1bf29bd0cce07cb288bb0c6cf150acf823e40e6631299427e#rd
奋斗美好时代！中国电力建设工程创造多项世界之最！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312149&idx=1&sn=6f36fe2090a5b5af2711c96593ee92b7&chksm=bd52a77c8a252e6adeed8dc8b61d155fb0c60c1b6cf0d2236aae0903db700697c3279806aa0a#rd
非凡十年·中国电力工程世界第一丨国家风光储输示范工程,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312149&idx=2&sn=f065048155e2c4e0167e7fd38833fcdb&chksm=bd52a77c8a252e6ab9f3370991896b25d2406f615eb8e1bc43a442b05f701ef662f2afac581f#rd
二十大代表风采 | 余虹：输煤系统有他在，放心！,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312149&idx=3&sn=943ea1070c425513300efea4e94a5bfd&chksm=bd52a77c8a252e6a1d15c69b52ebb933b980dd1d7b2e04dc8abd54755cbbddf25452fcdec0ae#rd
一以贯之 坚持中国特色能源发展道路,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312134&idx=1&sn=8004fe929480b3a2c33ec247831a7b39&chksm=bd52a76f8a252e79c6dffc3e7e677fd6e09d8764b7f97b2337f5298b27a1652b03e2c8a7253f#rd
二十大代表风采 | 李艳：扎根炼化生产一线26载,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312134&idx=2&sn=e7afd3e0b207df11eef38c8f1f620551&chksm=bd52a76f8a252e792d073e9f4131eb386188a9cb84b11f65761969702c0d6deac7292bef08a3#rd
非凡十年·能源高质量发展丨用安全智能筑牢能源发展压舱石——煤炭行业十年高质量发展成就综述,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312133&idx=1&sn=c5d5ae1a3cacbb3d4dd6eb77da84e4a5&chksm=bd52a76c8a252e7ab727b680ac40f4f3d9990958c3a729ea6a049de6a2d9ab1e7d35b8e643ab#rd
二十大代表风采 | 贾春贺：从抄表员到优秀技术工人,http://mp.weixin.qq.com/s?__biz=MjM5MjcyNzU1OA==&mid=2651312133&idx=2&sn=ce39569c2238ec6fb05782d654ac4830&chksm=bd52a76c8a252e7a61a65d90cb5e6b57a9472e2df399aba664dcf5a7124aabeaa5a5a36e0ae4#rd
